feature,class
"[-3.96363190e+02  1.37255096e+02 -1.26590366e+01  2.12176781e+01
  2.03689384e+00 -3.53178763e+00 -1.24913645e+01 -4.51014853e+00
 -1.19987936e+01 -9.33031845e+00 -8.23064232e+00 -1.16704893e+00
 -7.10174847e+00  2.07424092e+00 -2.39490080e+00  3.78652602e-01
 -6.46731675e-01 -1.43315768e+00  8.93675834e-02  3.36645365e+00
  6.93431377e+00  1.39153814e+00 -1.67158461e+00  1.42675889e+00
  2.07208228e+00 -3.39804649e+00  1.53268278e+00  2.59408522e+00
  3.70011377e+00 -1.31712532e+00 -5.96370125e+00 -1.37196994e+00
 -1.96022475e+00 -3.84362221e+00 -2.56805658e+00 -2.92536688e+00
 -3.63803220e+00 -3.88730168e+00 -1.31173408e+00  1.55880177e+00]",jazz
"[-2.3442107e+02  1.1753740e+02 -1.4578654e+01  3.7940262e+01
 -5.3968005e+00  1.6752649e+01 -1.7854494e+01  1.3523331e+01
 -1.6890984e+01  1.4464663e+01 -1.0240426e+01  1.2536842e+01
 -6.5584154e+00  7.3602743e+00 -8.2712698e+00  2.1760988e+00
 -6.5010443e+00  4.8278852e+00  6.6148311e-01  8.5773313e-01
  9.4614232e-01  1.2532363e+00 -3.7715926e+00  1.7299060e+00
  2.3112905e+00 -5.4388247e+00  1.4818652e+00 -1.5035726e+00
 -1.2889822e+00 -4.8732777e+00  4.7316536e-01 -6.9500971e-01
 -2.5664051e+00  1.5288790e+00 -3.6526358e-01 -2.3794787e+00
 -8.0880177e-01 -5.3566675e+00  4.0414743e-02 -3.0078931e+00]",jazz
"[-2.98747040e+02  1.21734184e+02 -6.98696470e+00  3.55601044e+01
 -2.48509836e+00  1.28142633e+01 -1.25184011e+01  6.39600134e+00
 -9.89033222e+00  3.73668766e+00 -9.20806980e+00  4.78411674e+00
 -7.49832344e+00  2.35818624e+00 -1.12048972e+00  2.07221437e+00
  7.24194050e-02  1.69607794e+00  9.66296375e-01  2.58026624e+00
  4.55385494e+00 -1.84001768e+00 -2.71896410e+00 -2.02624726e+00
  3.79048467e+00  3.57560143e-02  2.91462541e+00 -2.50430298e+00
  3.93091774e+00  2.41449475e+00 -2.90587711e+00 -3.28942895e+00
 -2.10131168e+00 -1.69506907e+00 -3.81470370e+00 -4.10792255e+00
 -3.29457581e-01 -6.52598476e+00 -4.01488543e+00  3.12491798e+00]",jazz
"[-267.38074     108.82188      -5.4050255    38.82635      -9.603264
   17.6386      -17.390797      9.824843    -17.689577      9.892704
  -10.914863      8.28966      -7.4637804     2.8572462    -7.138956
   -0.3733497    -8.034085     -2.9913414    -2.82443      -1.914219
    0.8305686     0.3905167    -0.6105119    -3.1456628     1.5353814
   -2.7130265     2.2316496     1.8190736     2.0832167    -0.6596416
    2.1783068    -2.9120731    -0.94971645    1.675609      3.5662923
    0.81121904    2.0600822    -2.8925796    -1.0777273    -2.893764  ]",jazz
"[-2.2972951e+02  1.0466461e+02 -2.4726286e+01  3.8800232e+01
 -5.3950238e+00  2.6108530e+01 -9.0974483e+00  1.7311150e+01
 -1.3236963e+01  1.4534443e+01 -1.1787538e+01  9.1479464e+00
 -3.8729236e+00  7.6811342e+00 -3.3055260e+00  1.1445832e+01
 -9.8517932e-02 -8.4832376e-01 -2.2006588e+00 -8.8590628e-01
  1.5248584e+00  2.3700187e+00 -8.7806196e+00 -4.4919944e+00
  6.8316996e-02 -1.5899608e+00  4.2828617e+00 -4.1592927e+00
  6.7108884e+00  3.2488921e+00 -2.9616613e+00 -1.1988233e+00
 -9.5726013e-01 -3.5392509e+00  1.8767722e-01 -3.5273835e-01
  2.6565659e-01 -3.3297825e+00 -3.9319873e-01 -2.2718165e+00]",jazz
"[-3.0491696e+02  1.2805788e+02 -1.5182844e+01  4.0690361e+01
 -1.0148824e+00  2.2707193e+01 -8.2369442e+00  1.0840699e+01
 -8.6112652e+00  1.1773296e+01 -4.6622853e+00  1.3712231e+01
 -9.9574476e-01  1.6648767e+00 -2.9543130e+00  2.3430552e+00
 -1.6216276e+00  6.4369541e-01 -8.8933825e-02  4.5473413e+00
  4.6300106e+00  2.8482170e+00 -1.8385813e+00 -6.2638845e+00
  2.8409463e-01 -5.5106182e+00 -2.3563752e+00 -5.0968108e+00
 -2.8953388e+00 -2.5353124e+00 -1.8479762e+00 -2.0568843e+00
 -8.9760840e-01 -5.4983969e+00 -1.4730951e+00 -4.4761696e+00
 -8.5698557e-01 -1.0479207e+00 -1.8320088e+00 -1.1344225e+00]",jazz
"[-4.14646912e+02  1.21253578e+02 -6.42422152e+00  5.01689758e+01
  1.03868036e+01  2.30934277e+01 -2.06480241e+00  9.89142418e+00
 -1.64572179e+00  3.86408114e+00 -5.05768001e-01  2.13760114e+00
  1.46383774e+00  3.03005457e-01  1.12066686e+00 -1.06294595e-01
  1.93701625e+00  2.70723176e+00  1.85161817e+00  4.85553294e-01
 -8.21157277e-01 -1.47784913e+00 -3.17509651e+00 -3.55454636e+00
 -2.98291492e+00 -2.19425225e+00 -1.93735600e+00 -2.21034050e+00
 -2.37407637e+00 -4.73698473e+00 -3.50683659e-01  9.62913752e-01
  9.85085368e-01 -2.03707552e+00 -1.14576411e+00 -2.49360466e+00
 -1.53235865e+00 -3.77276033e-01 -2.19087481e+00 -4.89617634e+00]",jazz
"[-211.27612     76.64026    -12.673211    51.68139    -28.696415
   22.33626    -22.367182    17.899372   -24.189932    20.32444
  -13.724865    12.498357    -7.6399746    7.008286    -5.9927273
    8.962286    -5.625828     2.6341863   -2.7655149    2.2830505
   -2.5153136   -0.634046    -8.68106     -0.6987865   -0.2557736
   -7.998528    -5.5120287    1.6306877   -3.461154    -5.7354355
    2.9463      -1.4755837   -6.7150526   -4.5721474   -1.7346246
   -4.761107    -1.2330592   -1.2505349   -2.0032568   -6.8828   ]",jazz
"[-3.3569348e+02  1.1146618e+02  7.0884171e+00  2.7562275e+01
 -6.2367129e+00  1.7144920e+01 -1.1659703e+01  1.2288189e+01
 -8.4424973e+00  1.3260491e+01 -4.7743659e+00  1.8273373e+00
 -4.0865808e+00  8.4518087e-01  2.7920955e-01  1.2544712e+01
  8.9282236e+00  6.4202900e+00  7.5237131e+00 -2.4654207e+00
 -1.1556885e+00  4.0767541e+00  1.2425869e+00 -2.4712245e+00
 -1.5778551e-03 -1.3034259e+01 -3.2725580e+00 -2.8171058e+00
 -4.9190502e+00 -3.8098185e+00 -1.5238446e+00  2.7816532e+00
 -3.7346700e-01 -2.4005246e+00 -2.6017419e-01 -3.0933952e+00
 -1.5193673e+00 -5.5874157e+00 -3.0096278e+00 -9.1020006e-01]",jazz
"[-2.2553065e+02  9.9660805e+01 -1.1036560e+01  4.6741295e+01
 -2.0115042e+01  1.8567802e+01 -1.6569975e+01  1.3531009e+01
 -1.5883972e+01  1.7571733e+01  9.1654867e-01  1.8421150e+01
  4.4911046e+00  9.6322632e+00 -5.9961433e+00  1.9249374e+00
 -6.4040799e+00 -3.2933474e+00 -3.7092693e+00  2.1075466e+00
  3.5882602e+00 -4.9443761e-01 -3.8830712e+00  2.9846313e+00
  5.3967824e+00 -9.0162745e+00 -3.6877108e+00  1.0484148e+00
 -6.0877123e+00 -9.8629141e+00  2.4920843e+00  7.5611597e-01
 -4.6599569e+00 -7.4258590e+00 -1.4877112e+00 -2.8635023e+00
 -1.2811489e-01 -4.3545109e-01 -1.4995552e+00 -5.1746173e+00]",jazz
"[-2.3656607e+02  1.0630011e+02 -2.0535172e+01  4.1508724e+01
 -1.3476687e+01  2.4720291e+01 -1.4739399e+01  1.4321147e+01
 -1.2740241e+01  1.1440889e+01 -8.4536171e+00  9.6050777e+00
 -1.0778224e+00  5.6519046e+00  6.6534120e-01  7.3027225e+00
 -2.8805401e+00 -7.2839344e-01 -3.1602378e+00  1.8299171e-01
  1.3750471e+00 -7.6567757e-01 -3.4573929e+00 -4.2714853e+00
  2.1497695e+00 -6.6352611e+00 -2.5596719e+00  7.7751654e-01
  6.1729044e-01 -3.7761149e+00 -3.5682960e+00 -4.7056036e+00
 -9.5360953e-01 -1.1383533e+00 -5.8451736e-01 -3.2266047e+00
 -2.3083351e+00 -3.8157794e+00 -4.3245397e+00 -3.2972324e+00]",jazz
"[-271.8958      108.729416      3.1638844    38.940422    -10.217989
   15.563408     -7.85503      11.960756     -8.377073     15.011652
   -5.741832      6.132134     -7.6441355    -0.8887784    -8.573211
   -3.234961     -4.777592     -4.163016      1.5562258     2.1374013
    2.3514376    -5.5049386    -7.6838183    -3.2133024     2.5898879
   -6.142112     -2.4802456    -1.3555979    -1.7637858    -4.002609
   -2.3518276    -7.1440554    -6.319433      0.59354615    0.8400474
   -0.9789133     0.3302302     1.257651      2.087058     -6.6012063 ]",jazz
"[-4.5079181e+02  1.0489665e+02 -6.0204468e+00  3.6907433e+01
  1.7326798e+00  2.2232313e+01 -6.4446788e+00  5.7592645e+00
 -1.6706257e-01  7.6082516e+00 -5.3453126e+00 -3.6767736e-02
 -1.5226701e+00  7.1071963e+00  1.3214970e+00  5.9589229e+00
  5.6663465e+00  2.8862979e+00  8.6384897e+00  9.9281120e+00
  1.3925152e+01  8.9519339e+00  4.2367220e+00 -1.7741686e+00
 -1.0057862e+00 -2.9571481e+00  5.5870098e-01 -3.2394693e+00
 -8.9742346e+00 -1.0755187e+01 -7.3980594e-01  2.3147912e+00
 -4.1535749e+00 -8.1659374e+00 -5.8607450e+00 -3.6723921e+00
 -2.9882712e+00 -4.0027857e-01  2.4639745e+00  2.5867674e+00]",jazz
"[-2.95838593e+02  1.08148224e+02 -6.24664259e+00  5.32713509e+01
 -1.02880440e+01  1.75031815e+01 -3.10154438e+00  1.77687626e+01
 -1.92985344e+01  1.68931942e+01 -1.07297983e+01  1.08885689e+01
 -2.38819933e+00  6.36905956e+00 -8.38932037e+00  4.12864923e+00
 -3.62808418e+00 -4.40682650e-01 -5.59219956e-01 -1.61302555e+00
 -1.24287939e+00 -2.33457088e+00 -9.61501062e-01  2.17709732e+00
  4.75519705e+00 -5.87632370e+00 -6.32057810e+00 -4.82967997e+00
 -8.27125013e-01 -4.29775667e+00 -3.66235852e+00 -4.41000843e+00
 -2.89183879e+00 -2.28346395e+00  1.02036190e+00 -2.56653309e+00
 -8.37074518e-01 -3.22045445e+00  1.37801528e-01 -5.53004169e+00]",jazz
"[-269.9186      109.25026     -12.086755     38.87818     -10.750159
   15.451377    -16.38113      10.751282    -21.545412     10.6125965
  -12.935446      8.609863    -11.857931      3.4215927    -7.590014
    4.1914988    -1.2007525    -3.0860813    -6.5905924    -4.900252
   -3.7704113    -3.648658     -4.5265455    -2.5143847     2.4286778
   -9.533683     -2.9368277    -3.4805672     1.3481598    -3.1392462
   -2.686831     -1.7318847    -3.2966425    -1.702531     -0.90459764
   -3.0247254    -3.75112      -6.329654     -0.8353513    -3.9710088 ]",jazz
"[-268.91797      95.12112     -16.91813      49.57774     -14.390521
   13.672924    -11.655349     13.62922     -26.862734     17.503962
  -13.882932      9.714175     -5.437935      2.2129498   -15.160523
    2.6004078   -12.136844     -1.0304569    -5.9175596    -3.789209
   -3.5725455    -3.7167096    -2.1004138     3.0622203     3.0729084
   -3.4698899    -3.0870748     0.8363491    -0.62897736   -3.4872322
   -2.8676062    -2.462395     -2.3250866    -1.3574555     2.0710812
    0.42276913    2.006333     -0.35918403    0.6393189    -3.293732  ]",jazz
"[-3.5711279e+02  1.1369486e+02 -2.0634691e+01  5.2034779e+01
 -1.0380789e+01  1.3548159e+01 -6.0904551e+00 -6.4696884e-01
 -2.2243006e+01  9.8016233e+00 -8.2746077e+00  6.7164245e+00
 -3.1674447e+00  1.3118113e+00 -4.1618586e+00 -2.0697603e+00
 -4.2644029e+00 -5.6425648e+00 -6.1344509e+00 -1.9733769e+00
  2.6869243e-01 -3.5439572e-01  1.6419215e+00  8.3333957e-01
  4.6943536e+00 -2.9767683e+00 -1.1290233e+00 -3.0561836e+00
 -4.8461819e+00 -7.9533195e+00  7.8901345e-01  2.3529017e+00
 -2.1705983e+00 -2.7544889e+00 -1.2629561e+00 -3.9280252e+00
 -2.6656985e+00 -1.4524263e+00 -3.6148223e-01 -6.0777979e+00]",jazz
"[-270.68436     115.7053      -17.365288     45.268124    -12.119032
   17.243256    -13.219846     15.145553    -16.49334      13.380028
   -4.597081      8.887133     -6.661055      4.084245     -3.6434705
    4.297579     -3.4006643     2.3813767    -9.352852     -4.8002467
   -0.38643447   -3.3759153    -1.2109715    -3.6365209    -0.94468415
   -7.263712     -4.875599     -2.8197649    -2.984056     -2.1006927
    1.2293354    -3.3383055    -2.520979     -2.2372754     0.839716
   -3.1341166     0.84715176   -1.6611711    -2.1215625    -7.5370207 ]",jazz
"[-3.37072174e+02  1.19711594e+02  4.41336298e+00  3.52667198e+01
 -7.46403170e+00  1.73646469e+01 -8.32378769e+00  1.02553959e+01
 -8.97580910e+00  2.17223096e+00 -1.22885895e+01  1.11690937e-02
 -7.71531868e+00  2.83486462e+00 -6.56837034e+00 -3.45841002e+00
 -4.39138985e+00 -3.62359571e+00 -4.59089565e+00 -4.53657770e+00
 -2.24801970e+00 -5.08966875e+00 -3.64200473e+00 -6.04204464e+00
  4.84373063e-01 -3.93203187e+00 -4.49872828e+00 -4.23198605e+00
 -9.67753828e-01 -3.79700899e+00 -3.19387197e+00 -4.03912067e+00
 -1.65077603e+00 -1.93426859e+00 -3.96545410e-01 -1.65319160e-01
  2.41594225e-01 -7.95133948e-01 -1.96234548e+00 -2.81748557e+00]",jazz
"[-2.9324164e+02  1.3748006e+02 -1.6728661e+01  4.6849808e+01
 -6.2554879e+00  1.8145666e+01  1.9989356e+00  4.3392086e+00
 -8.0924015e+00 -1.4434311e+00 -1.4572185e+00 -2.4585762e+00
  4.1441507e+00 -3.1102076e-01 -1.3863836e-01 -3.0185753e-01
  2.0377502e+00 -2.3279221e+00 -1.6923965e+00 -5.5171714e+00
  4.8625293e-01  3.4136941e+00  3.4376431e+00  2.9973516e-01
  2.7294164e+00  1.5848444e+00 -1.5936296e+00  6.5630060e-01
 -1.0712892e+00 -7.8554600e-01 -1.8305223e+00  9.2953372e-01
  1.3065486e+00 -1.0854707e+00 -3.4849615e+00 -3.4352877e+00
 -1.1255969e+00  1.2515306e-01 -3.1175739e-01 -2.4772098e+00]",jazz
"[-175.65761     116.12749     -37.317028     57.98102     -13.757406
   32.835747     -5.7091756    12.82492     -14.66732       8.241745
  -11.139089      0.44826847   -5.3306355    -0.34137782   -2.0709522
   -3.2089381     0.94527125   -5.766465     -2.8874145    -7.114913
   -0.50589734   -5.0594707     0.19803439   -7.9756365    -4.9937987
   -9.18831      -2.8793936    -3.7522902    -4.16725      -4.1743608
   -2.6341715     0.6593964     2.9585018     2.4042222    -1.9126282
   -0.8915043    -3.3796794    -2.8966877    -1.4615532     4.618466  ]",jazz
"[-2.98206696e+02  1.78722717e+02 -1.66984062e+01  4.73361893e+01
  8.99823964e-01  4.77773142e+00  7.06409788e+00 -9.95810223e+00
 -9.52285767e+00 -3.80805469e+00 -4.67541361e+00 -2.97017789e+00
 -2.38366747e+00 -6.85210705e+00 -1.12945415e-01  2.25678396e+00
 -1.78751016e+00 -4.58094835e+00 -2.07490444e+00 -3.19752645e+00
 -2.02274919e+00 -2.34142691e-01 -1.69472173e-01  2.84750128e+00
  4.65482235e+00  1.20985353e+00  2.30687857e+00  6.58310795e+00
  3.25867581e+00  9.55743715e-03 -7.14651942e-01 -1.71296549e+00
 -1.11164224e+00  1.08172393e+00  8.84635985e-01 -1.05434549e+00
 -2.96193719e+00 -2.05194998e+00  1.05489087e+00  1.07587993e+00]",jazz
"[-2.2842574e+02  1.5017279e+02 -4.0965740e+01  4.3716373e+01
 -9.5860338e+00  4.1581621e+00 -1.1427697e+01  1.5876960e+00
 -1.4228526e+01  1.1120126e+00 -1.0500768e+01 -7.1054420e+00
 -5.9695578e+00 -4.1153212e+00 -4.8867106e+00 -6.8954406e+00
 -3.2252357e+00 -4.7515726e+00 -5.6670876e+00 -9.0774040e+00
 -1.3019331e+00 -3.6080737e+00  1.4248797e+00  9.7567153e-01
  3.4564918e-01 -2.3150215e+00  2.1964334e-02 -4.4677162e+00
 -4.0385661e+00  2.0836031e+00  3.2236166e+00 -2.1014206e+00
 -6.7429261e+00 -2.1227567e+00 -9.3422547e-02 -2.7970507e+00
 -1.1792119e+00  2.5595458e+00 -3.7814517e+00 -6.8178473e+00]",jazz
"[-232.37775     136.10954     -17.74814      27.896301     -5.507918
   15.079695      1.0048349     7.008487     -5.0445023     6.0908284
   -3.9530082     3.3223436    -2.232904      7.3532877     0.314825
   -1.6727262     3.607858      1.5884999     2.1968813     0.4392125
    8.562331      4.8792195     2.8691335    -3.2522414    -1.584594
   -0.34595042    1.0743383    -4.406549     -6.4771805    -5.8484645
   -5.5814805    -5.0354567    -5.1758056    -5.919749     -2.63008
   -0.31961393   -1.1425092    -2.2945888    -4.6485386    -1.9661473 ]",jazz
"[-2.1517575e+02  1.2471200e+02 -3.0216724e+01  4.4217903e+01
 -1.0351131e+01  1.7969769e+01 -8.6551065e+00  1.2940030e+01
 -1.0736691e+01  8.5882349e+00 -1.2151064e+01  3.2686453e+00
 -1.1896401e+01  6.7529163e+00 -9.7037935e+00 -2.9641726e+00
 -5.2518353e+00 -1.2979827e+00 -2.0783737e+00 -5.9872684e+00
 -3.3437011e+00 -7.8687329e+00 -6.5933232e+00 -9.3279381e+00
 -3.6746523e+00 -4.6987410e+00  1.6921809e+00 -3.6702440e+00
  1.7930963e+00 -2.5842583e+00 -2.1254570e+00 -4.8471317e+00
  2.1524433e-02 -1.7058903e+00 -1.5281280e+00 -1.3292462e+00
  1.5962498e+00 -1.2801011e+00 -2.9298122e+00  1.7167618e+00]",jazz
"[-2.6475830e+02  1.4443138e+02 -2.9138807e+01  6.5041862e+01
 -1.2074403e+01  2.7884102e+00 -1.3581269e+00  2.2667551e+00
  5.4800048e+00 -4.7704926e-01  9.5967541e+00  1.6895856e+00
  2.1036360e+00  7.5689301e+00 -1.8248374e+00  1.9063814e+00
  7.2518182e-01 -2.5472319e+00  4.0395489e+00 -2.7075129e+00
  2.5857601e+00  1.7304636e+00 -2.1790240e+00  1.2525694e+00
 -1.7471638e+00 -4.6333389e+00 -6.4432037e-01 -2.4261034e-01
 -3.5539689e+00 -4.5272231e+00 -2.2877548e+00 -4.4947743e-01
 -1.9638350e+00 -1.6716202e+00 -1.3144574e+00 -2.4046609e+00
 -2.4914889e+00 -1.3519008e+00 -5.3650451e-01 -8.8141966e-01]",jazz
"[-2.1241452e+02  1.4493550e+02 -1.9342831e+01  5.5936825e+01
 -2.1807129e+01  5.9293389e-01 -1.4826295e+00 -1.0947328e+01
 -4.0374489e+00 -1.4611274e+00 -7.5861225e+00  2.2697909e+00
 -6.3928666e+00 -5.0180783e+00 -1.4611733e+00 -4.7474909e+00
 -9.2922401e-01 -3.3508725e+00  1.4676073e+00  9.4301015e-02
 -1.8319930e+00 -2.9768736e+00 -1.7312301e+00 -3.2341466e+00
  2.2314963e+00  1.5728726e+00  1.6406989e+00  2.3715699e+00
  5.3726971e-01 -2.3499594e+00 -3.6356766e+00 -2.7681267e-01
  6.9768530e-01  1.2350266e+00 -2.0130590e-01 -2.0284507e+00
 -3.0054777e+00 -9.8390096e-01 -8.3265573e-01 -1.8555858e+00]",jazz
"[-2.4509839e+02  1.3201549e+02 -3.7083660e+01  6.0092026e+01
 -1.3838242e+01  8.0594635e+00  2.9902298e+00  8.9818773e+00
 -6.7004528e+00 -3.3098943e+00  1.8233312e+00  7.4296403e+00
 -4.2517838e+00 -7.3789752e-01 -5.7247753e+00  2.7603546e-02
 -1.2589628e-01 -5.3778715e+00 -1.1680295e+00 -7.3963165e+00
 -5.0286527e+00 -3.6485074e+00  1.7590880e+00 -1.1868786e+00
 -3.3272853e+00 -5.0690112e+00 -1.0554618e+00 -3.0681198e+00
  1.6945053e+00  1.9775957e+00 -4.0245256e+00 -5.1843543e+00
 -1.0966208e+00  2.1657464e-01 -1.3974657e+00 -3.6421454e+00
 -2.5261669e+00 -1.5619831e+00 -2.7198284e+00 -2.7828348e+00]",jazz
"[-2.4010152e+02  1.3906409e+02 -1.3635760e+01  4.7507305e+01
 -2.3531166e+01  1.0546333e+01 -1.1479480e+01 -1.7506899e+01
 -7.3090158e+00 -1.8340576e+00 -7.0418601e+00 -1.9795883e+00
 -9.4633179e+00 -7.8079362e+00 -2.2692118e+00 -5.7014661e+00
 -7.7209336e-01 -1.1491416e+00 -2.7051380e+00 -2.7360623e+00
  3.3891600e-01 -3.7597046e+00  7.6225471e-01  4.2857301e-01
 -1.5493783e+00 -3.8792017e+00  1.1197037e+00  2.5165519e-01
  1.5826054e+00  3.7792137e+00 -1.8510494e+00 -1.6725689e+00
 -6.8628657e-01  8.1544286e-01 -4.8567927e-01  9.1071057e-01
 -3.9501965e-01 -1.5523443e+00 -1.8321864e-01  3.8175169e-02]",jazz
"[-2.0633331e+02  1.1046568e+02 -3.5695377e+01  4.3492489e+01
 -1.0140297e+01  1.8636179e+01 -6.4249959e+00  1.7074883e+01
 -7.5587921e+00  1.3715943e+01 -8.7632818e+00  3.9901338e+00
 -1.1012869e+01  2.2549174e+00 -7.1912646e+00 -7.0972323e-01
 -3.1043079e+00 -1.5405266e+00 -1.7296197e+00 -5.5803089e+00
 -4.2862892e+00 -5.9850149e+00 -1.4858119e-01 -1.0800900e+00
 -2.3137307e-01 -4.5965257e+00 -1.5969288e+00 -4.0620742e+00
 -2.9619403e+00 -6.3458343e+00 -4.5682144e+00 -2.7054684e+00
  2.0262353e+00 -1.5825217e+00 -3.1720676e+00 -4.1285133e+00
 -6.9331443e-01 -8.8605195e-01 -1.8849275e+00 -4.5461941e+00]",jazz
"[-2.7866827e+02  1.6377003e+02 -1.8783255e+01  1.8710722e+01
  2.8087932e-01  1.4951871e+01 -1.4138687e-01  4.4750905e+00
 -1.0370454e+00  6.8031325e+00 -1.2817015e-01  6.4841518e+00
  7.2458935e-01  6.3696337e+00  3.9037335e+00  2.7126245e+00
  7.4526925e+00  5.2144423e+00  2.3037858e+00 -8.7333000e-01
  1.9350213e+00  4.9082885e+00  6.2534232e+00  2.0735135e+00
  1.4032565e+00 -6.2701881e-01  6.2009770e-01 -5.2362627e-01
 -3.3202732e+00 -1.2767898e+00 -3.3649021e-01 -1.5094411e+00
 -2.2412188e+00 -3.0636945e+00  2.2851744e-01 -1.1571263e+00
 -1.8438601e+00 -3.3371716e+00 -3.8914671e+00 -2.8537078e+00]",jazz
"[-2.6731448e+02  1.7243938e+02 -1.9722677e+01  4.5344395e+01
  7.0676558e-02  6.0454087e+00  7.9564548e-01 -6.2660656e+00
 -1.2909008e+01 -4.0685844e+00 -4.8292074e+00 -1.3898076e+00
 -2.5551915e+00 -7.7638841e+00 -2.4646542e+00  1.1039776e+00
 -1.3925467e+00 -8.8391504e+00 -4.7995811e+00 -4.0372796e+00
 -1.8488656e+00 -1.9875031e+00 -1.1508393e+00 -6.9205135e-01
  2.6836327e-01 -1.9433765e+00  5.6757033e-01  6.1526065e+00
  3.2678242e+00 -1.5579925e+00 -2.3931508e+00  2.0338765e-01
  2.8159089e+00  3.9770648e+00  7.3631227e-01 -1.5613438e-01
  7.9838651e-01  6.6690367e-01 -1.8423897e+00 -3.3056927e+00]",jazz
"[-2.3247345e+02  1.4399498e+02 -2.5179394e+01  4.6501873e+01
 -1.3363588e+01 -1.2960122e+00 -6.9446421e+00 -1.3089476e+01
 -3.2752697e+00 -4.4866061e+00 -2.7586672e+00  1.7753297e+00
  1.7825364e+00 -2.6964719e+00 -7.2395915e-01 -1.7977054e+00
  4.4785923e-01 -1.2373973e+00 -2.2805533e+00 -2.0947077e+00
  5.9517819e-01 -5.4864287e-01 -2.4376183e+00 -2.1981068e+00
 -2.2343831e+00 -1.7777847e+00 -5.0275273e+00 -5.0136185e+00
 -4.5518973e-01 -2.2251821e+00 -5.3596630e+00 -3.4685285e+00
 -2.0891354e+00 -2.1683897e-01 -1.5875199e+00 -2.9837441e+00
 -3.2211630e+00 -2.9117000e+00 -1.3933656e+00 -3.2330260e+00]",jazz
"[-2.3916930e+02  1.0812567e+02 -1.4812375e+01  4.3124043e+01
 -1.0677896e+01  1.9202448e+01 -1.1040228e+01  1.8530830e+01
 -1.7902739e+01  1.1445445e+01 -1.1647066e+01  6.9230266e+00
 -1.0698205e+01  7.1595197e+00 -8.8290215e+00  9.5445957e+00
 -5.1180615e+00 -3.1695783e+00 -4.9911470e+00 -2.7886698e-01
  6.6591221e-01  5.5399222e+00 -6.0617981e+00 -2.9819067e+00
  2.6054592e+00 -2.9344494e+00  2.0079531e-01 -4.5894003e+00
 -6.1987811e-01 -7.6835789e-02 -4.0147119e+00  7.2661763e-01
 -2.2730367e+00 -3.6041474e+00 -1.7676301e+00  3.3363202e-01
 -4.3870553e-01 -4.3541155e+00  1.1639909e+00 -2.7161276e+00]",jazz
"[-2.4119231e+02  1.1460372e+02 -1.9193161e+01  4.0269146e+01
 -9.0510273e+00  1.8049269e+01 -1.0486612e+01  7.3805261e+00
 -1.8336847e+01  8.4580812e+00 -9.3372450e+00  4.4334612e+00
 -1.0589431e+01  5.0792031e+00 -3.7270184e+00  6.9770403e+00
 -5.1146406e-01 -1.3854468e+00 -2.6177516e+00 -2.0660887e+00
  2.0072141e+00  2.1125817e+00 -4.3262901e+00 -5.5272470e+00
  2.7731323e+00 -1.6481485e+00 -2.2396126e-01 -1.8916295e+00
  3.0778360e+00  1.6529771e-02 -5.3738704e+00 -3.2549069e+00
  2.1629258e-01 -1.7157006e+00 -1.5961673e+00  1.0593085e+00
 -8.0005151e-01 -5.1001158e+00 -1.5865703e+00 -2.9393423e+00]",jazz
"[-2.0076575e+02  8.6005310e+01  2.2342489e+01  2.8996542e+01
 -2.8456538e+00 -1.8475633e+00 -1.5222065e+01 -5.6256962e+00
 -1.9700905e+01 -6.2152378e-02 -1.1852770e+01 -8.6482439e+00
 -8.2702150e+00  7.7996582e-02 -6.1108327e+00 -1.2545290e+00
  2.7729640e+00 -3.3864256e-02 -4.7945756e-01  2.4864674e+00
 -1.5515136e+00  2.4352360e+00  2.4593365e+00  7.8974277e-02
 -9.9007874e+00 -4.3768806e+00 -5.3878360e+00 -6.6568727e+00
 -5.2599235e+00 -4.0012321e+00  5.2961218e-01  3.5213265e+00
 -3.3363721e+00 -3.4027042e+00 -1.9624420e+00  1.4669563e+00
 -2.0075507e+00 -2.5167601e+00 -1.8885104e-01 -8.0421603e-01]",jazz
